148.163.1.5 - - [17/Sep/2017:00:00:00 +0200] "GET /products/view/abc HTTP/1.1" 500 8922 "https://myweb.com/products/view/abc" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
149.145.54.182 - - [17/Sep/2017:08:34:06 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
149.145.54.182 - - [17/Sep/2017:08:34:06 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
106.24.43.34 - - [17/Sep/2017:08:38:57 +0200] "GET /products/view/abc HTTP/1.1" 500 8922 "https://us.search.yahoo.com/" "Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"
158.96.105.167 - - [17/Sep/2017:08:43:48 +0200] "GET /products/view/abc HTTP/1.1" 500 8922 "http://www.anderson.com/tags/tag/terms.htm" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
30.149.221.71 - - [17/Sep/2017:08:48:39 +0200] "GET /products HTTP/1.1" 200 9229 "https://www.bing.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
30.149.221.71 - - [17/Sep/2017:08:48:39 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
30.149.221.71 - - [17/Sep/2017:08:48:39 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
30.149.221.71 - - [17/Sep/2017:08:48:39 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
30.149.221.71 - - [17/Sep/2017:08:48:39 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
30.149.221.71 - - [17/Sep/2017:08:48:39 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
146.99.13.28 - - [17/Sep/2017:08:53:30 +0200] "GET /products/view/124 HTTP/1.1" 404 5618 "https://www.garcia-sullivan.org/privacy/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
85.208.211.140 - - [17/Sep/2017:08:58:21 +0200] "GET /admin/products HTTP/1.1" 200 6492 "https://myweb.com/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
85.208.211.140 - - [17/Sep/2017:08:58:21 +0200] "GET /css/admin.css HTTP/1.1" 200 8245 "https://myweb.com/admin/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
85.208.211.140 - - [17/Sep/2017:08:58:21 +0200] "GET /js/admin.js HTTP/1.1" 200 9658 "https://myweb.com/admin/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
84.4.84.58 - - [17/Sep/2017:09:03:12 +0200] "GET / HTTP/1.1" 200 6555 "https://myweb.com/products/view/123" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
84.4.84.58 - - [17/Sep/2017:09:03:12 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
84.4.84.58 - - [17/Sep/2017:09:03:12 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
84.4.84.58 - - [17/Sep/2017:09:03:12 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
84.4.84.58 - - [17/Sep/2017:09:03:12 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
84.4.84.58 - - [17/Sep/2017:09:03:12 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
64.239.225.31 - - [17/Sep/2017:09:08:03 +0200] "GET /admin/products HTTP/1.1" 200 6492 "https://myweb.com/products/view/abc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
64.239.225.31 - - [17/Sep/2017:09:08:03 +0200] "GET /css/admin.css HTTP/1.1" 200 8245 "https://myweb.com/admin/products" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
64.239.225.31 - - [17/Sep/2017:09:08:03 +0200] "GET /js/admin.js HTTP/1.1" 200 9658 "https://myweb.com/admin/products" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
119.169.224.212 - - [17/Sep/2017:09:12:54 +0200] "GET /products/view/abc HTTP/1.1" 500 8922 "https://tucker.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
253.224.253.106 - - [17/Sep/2017:09:17:45 +0200] "GET /products/view/124 HTTP/1.1" 404 5618 "https://www.garcia-sullivan.org/privacy/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
82.36.116.166 - - [17/Sep/2017:09:22:36 +0200] "GET /products HTTP/1.1" 200 9229 "http://www.anderson.com/tags/tag/terms.htm" "DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)"
82.36.116.166 - - [17/Sep/2017:09:22:36 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products" "DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)"
82.36.116.166 - - [17/Sep/2017:09:22:36 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products" "DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)"
82.36.116.166 - - [17/Sep/2017:09:22:36 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products" "DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)"
82.36.116.166 - - [17/Sep/2017:09:22:36 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products" "DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)"
82.36.116.166 - - [17/Sep/2017:09:22:36 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products" "DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)"
217.25.14.190 - - [17/Sep/2017:09:27:27 +0200] "GET /products/view/abc HTTP/1.1" 500 8922 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
40.90.215.181 - - [17/Sep/2017:09:32:18 +0200] "GET /products?sort=price&direction=asc HTTP/1.1" 200 6835 "https://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
40.90.215.181 - - [17/Sep/2017:09:32:18 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
40.90.215.181 - - [17/Sep/2017:09:32:18 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
40.90.215.181 - - [17/Sep/2017:09:32:18 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
40.90.215.181 - - [17/Sep/2017:09:32:18 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
40.90.215.181 - - [17/Sep/2017:09:32:18 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
133.228.220.142 - - [17/Sep/2017:09:37:09 +0200] "GET /products HTTP/1.1" 200 9229 "https://www.vasquez.info/category/wp-content/main.jsp" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
133.228.220.142 - - [17/Sep/2017:09:37:09 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
133.228.220.142 - - [17/Sep/2017:09:37:09 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
133.228.220.142 - - [17/Sep/2017:09:37:09 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
133.228.220.142 - - [17/Sep/2017:09:37:09 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
133.228.220.142 - - [17/Sep/2017:09:37:09 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
6f82:1393:3f3:70c1:cad0:ba2d:83da:9b25 - - [17/Sep/2017:09:42:00 +0200] "GET /products/view/124 HTTP/1.1" 404 5618 "https://www.bing.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
42.207.175.12 - - [17/Sep/2017:09:46:51 +0200] "GET /products/view/123 HTTP/1.1" 200 8206 "https://myweb.com/products/view/123" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
42.207.175.12 - - [17/Sep/2017:09:46:51 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products/view/123" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
42.207.175.12 - - [17/Sep/2017:09:46:51 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products/view/123" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
42.207.175.12 - - [17/Sep/2017:09:46:51 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products/view/123" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
42.207.175.12 - - [17/Sep/2017:09:46:51 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products/view/123" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
42.207.175.12 - - [17/Sep/2017:09:46:51 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products/view/123" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
229.133.87.193 - - [17/Sep/2017:09:51:42 +0200] "GET / HTTP/1.1" 200 6555 "http://www.anderson.com/tags/tag/terms.htm" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
229.133.87.193 - - [17/Sep/2017:09:51:42 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
229.133.87.193 - - [17/Sep/2017:09:51:42 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
229.133.87.193 - - [17/Sep/2017:09:51:42 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
229.133.87.193 - - [17/Sep/2017:09:51:42 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
229.133.87.193 - - [17/Sep/2017:09:51:42 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
73.57.209.203 - - [17/Sep/2017:09:56:33 +0200] "GET /products?sort=price&direction=asc HTTP/1.1" 200 6835 "https://myweb.com/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
73.57.209.203 - - [17/Sep/2017:09:56:33 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
73.57.209.203 - - [17/Sep/2017:09:56:33 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
73.57.209.203 - - [17/Sep/2017:09:56:33 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
73.57.209.203 - - [17/Sep/2017:09:56:33 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
73.57.209.203 - - [17/Sep/2017:09:56:33 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
253.39.213.238 - - [17/Sep/2017:10:01:24 +0200] "GET /products HTTP/1.1" 200 9229 "https://www.garcia-sullivan.org/privacy/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
253.39.213.238 - - [17/Sep/2017:10:01:24 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
253.39.213.238 - - [17/Sep/2017:10:01:24 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
253.39.213.238 - - [17/Sep/2017:10:01:24 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
253.39.213.238 - - [17/Sep/2017:10:01:24 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
253.39.213.238 - - [17/Sep/2017:10:01:24 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
44.109.17.232 - - [17/Sep/2017:10:06:15 +0200] "GET /products HTTP/1.1" 200 9229 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
44.109.17.232 - - [17/Sep/2017:10:06:15 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
44.109.17.232 - - [17/Sep/2017:10:06:15 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
44.109.17.232 - - [17/Sep/2017:10:06:15 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
44.109.17.232 - - [17/Sep/2017:10:06:15 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
44.109.17.232 - - [17/Sep/2017:10:06:15 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
195.47.228.209 - - [17/Sep/2017:10:11:06 +0200] "GET / HTTP/1.1" 200 6555 "https://us.search.yahoo.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
195.47.228.209 - - [17/Sep/2017:10:11:06 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
195.47.228.209 - - [17/Sep/2017:10:11:06 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
195.47.228.209 - - [17/Sep/2017:10:11:06 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
195.47.228.209 - - [17/Sep/2017:10:11:06 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
195.47.228.209 - - [17/Sep/2017:10:11:06 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
173.159.109.82 - - [17/Sep/2017:10:15:57 +0200] "GET /admin/products HTTP/1.1" 200 6492 "https://www.google.com" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
173.159.109.82 - - [17/Sep/2017:10:15:57 +0200] "GET /css/admin.css HTTP/1.1" 200 8245 "https://myweb.com/admin/products" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
173.159.109.82 - - [17/Sep/2017:10:15:57 +0200] "GET /js/admin.js HTTP/1.1" 200 9658 "https://myweb.com/admin/products" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
4629:4873:3c2e:294f:cf2c:99cb:3c27:af3c - - [17/Sep/2017:10:20:48 +0200] "GET /products/view/124 HTTP/1.1" 404 5618 "https://myweb.com/products/view/abc" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
30.29.112.148 - - [17/Sep/2017:10:25:39 +0200] "GET / HTTP/1.1" 200 6555 "https://tucker.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
30.29.112.148 - - [17/Sep/2017:10:25:39 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
30.29.112.148 - - [17/Sep/2017:10:25:39 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
30.29.112.148 - - [17/Sep/2017:10:25:39 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
30.29.112.148 - - [17/Sep/2017:10:25:39 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
30.29.112.148 - - [17/Sep/2017:10:25:39 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
213.101.94.49 - - [17/Sep/2017:10:30:30 +0200] "GET /products?sort=price&direction=asc HTTP/1.1" 200 6835 "https://myweb.com/products/view/124" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
213.101.94.49 - - [17/Sep/2017:10:30:30 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
213.101.94.49 - - [17/Sep/2017:10:30:30 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
213.101.94.49 - - [17/Sep/2017:10:30:30 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
213.101.94.49 - - [17/Sep/2017:10:30:30 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
213.101.94.49 - - [17/Sep/2017:10:30:30 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
56fd:2021:5143:31f3:e0b0:bd14:35b0:f65a - - [17/Sep/2017:10:35:21 +0200] "GET /products/view/abc HTTP/1.1" 500 8922 "https://us.search.yahoo.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
119.131.49.76 - - [17/Sep/2017:10:40:12 +0200] "GET /products/view/abc HTTP/1.1" 500 8922 "https://myweb.com/products/view/124" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
172.199.40.206 - - [17/Sep/2017:10:45:03 +0200] "GET /products/view/123 HTTP/1.1" 200 8206 "https://myweb.com/products" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
